1010166078,6067,1/20/1__ATDc__531b,2020-03-11 01:15:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-53.3,-52.6,0,0.0,0.0,-,20/1,ATDc,531b,20,1
1010166078,6067,1/4/1__ATDj__ATJo,2020-03-11 01:15:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-46.4,-45.7,0,14.0,14.0,-,4/1,ATDj,ATJo,4,1
1010166078,6067,1/17/1__ATD1__641b,2020-03-11 01:15:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-39.5,-38.5,0,0.0,0.0,-,17/1,ATD1,641b,17,1
1010166078,6067,1/3/1__ATDn__ATJn,2020-03-11 01:15:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-44.8,-44.2,0,14.0,14.0,-,3/1,ATDn,ATJn,3,1
1010166078,6067,1/16/1__ATDe__A61b,2020-03-11 01:15:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-49.5,-48.9,0,-5.0,-5.0,-,16/1,ATDe,A61b,16,1
-918991347,6065,1/2/1__a40b__a14c,2020-03-11 01:30:00,15,Near End,TN-AI4440.1,AMM 2PB,0,0,-49.2,-48.5,0,16.0,16.0,-,2/1,a40b,a14c,2,1
-918991347,6065,1/3/1__a40c__a26b,2020-03-11 01:30:00,15,Near End,TN-AI4440.1,AMM 2PB,0,0,-41.3,-40.4,0,19.0,19.0,-,3/1,a40c,a26b,3,1
366103061,6095,1/2/1__n82a__272c,2020-03-11 01:30:00,15,Near End,AL5983.1,AMM 6PC,0,0,-48.2,-47.6,0,8.0,8.0,-,2/1,n82a,272c,2,1
366103061,6095,1/4/1__n83c__x40a,2020-03-11 01:30:00,15,Near End,AL5983.1,AMM 6PC,0,0,-43.5,-42.9,0,-6.0,-6.0,-,4/1,n83c,x40a,4,1
366103061,6095,1/3/1__n83b__570a,2020-03-11 01:30:00,15,Near End,AL5983.1,AMM 6PC,0,0,-40.7,-40.1,0,-3.0,-3.0,-,3/1,n83b,570a,3,1
919865095,6067,1/3/1__ATDn__ATJn,2020-03-11 01:30:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-44.8,-44.2,0,14.0,14.0,-,3/1,ATDn,ATJn,3,1
919865095,6067,1/18+19/1__ATDf__A17b,2020-03-11 01:30:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-42.9,-42.0,0,12.0,12.0,-,18+19/1,ATDf,A17b,18,1
919865095,6067,1/18+19/1__ATDf__A17b,2020-03-11 01:30:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-42.9,-42.0,0,12.0,12.0,-,18+19/1,ATDf,A17b,19,1
919865095,6067,1/5/1__ATDp__ATJp,2020-03-11 01:30:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-45.1,-44.5,0,14.0,14.0,-,5/1,ATDp,ATJp,5,1
919865095,6067,1/4/1__ATDj__ATJo,2020-03-11 01:30:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-46.4,-45.7,0,14.0,14.0,-,4/1,ATDj,ATJo,4,1
919865095,6067,1/2/1__ATDm__ATJm,2020-03-11 01:30:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-43.8,-42.9,0,14.0,14.0,-,2/1,ATDm,ATJm,2,1
919865095,6067,1/14+15/1__ATDd__A27b,2020-03-11 01:30:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-51.1,-50.4,0,0.0,0.0,-,14+15/1,ATDd,A27b,14,1
919865095,6067,1/14+15/1__ATDd__A27b,2020-03-11 01:30:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-51.1,-50.4,0,0.0,0.0,-,14+15/1,ATDd,A27b,15,1
919865095,6067,1/16/1__ATDe__A61b,2020-03-11 01:30:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-49.5,-48.9,0,-5.0,-5.0,-,16/1,ATDe,A61b,16,1
919865095,6067,1/17/1__ATD1__641b,2020-03-11 01:30:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-39.5,-38.8,0,0.0,0.0,-,17/1,ATD1,641b,17,1
919865095,6067,1/20/1__ATDc__531b,2020-03-11 01:30:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-53.3,-52.6,0,0.0,0.0,-,20/1,ATDc,531b,20,1
526147090,6065,1/3/1__a40c__a26b,2020-03-11 01:45:00,15,Near End,TN-AI4440.1,AMM 2PB,0,0,-41.3,-40.4,0,19.0,19.0,-,3/1,a40c,a26b,3,1
526147090,6065,1/2/1__a40b__a14c,2020-03-11 01:45:00,15,Near End,TN-AI4440.1,AMM 2PB,0,0,-49.2,-48.2,0,16.0,16.0,-,2/1,a40b,a14c,2,1
258326342,6095,1/2/1__n82a__272c,2020-03-11 01:45:00,15,Near End,AL5983.1,AMM 6PC,0,0,-48.2,-47.3,0,8.0,8.0,-,2/1,n82a,272c,2,1
258326342,6095,1/4/1__n83c__x40a,2020-03-11 01:45:00,15,Near End,AL5983.1,AMM 6PC,0,0,-43.5,-42.9,0,-6.0,-6.0,-,4/1,n83c,x40a,4,1
258326342,6095,1/3/1__n83b__570a,2020-03-11 01:45:00,15,Near End,AL5983.1,AMM 6PC,0,0,-40.7,-40.1,0,-3.0,-3.0,-,3/1,n83b,570a,3,1
758948213,6067,1/2/1__ATDm__ATJm,2020-03-11 01:45:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-43.8,-42.9,0,14.0,14.0,-,2/1,ATDm,ATJm,2,1
758948213,6067,1/18+19/1__ATDf__A17b,2020-03-11 01:45:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-42.9,-42.0,0,12.0,12.0,-,18+19/1,ATDf,A17b,18,1
758948213,6067,1/18+19/1__ATDf__A17b,2020-03-11 01:45:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-42.9,-42.0,0,12.0,12.0,-,18+19/1,ATDf,A17b,19,1
758948213,6067,1/5/1__ATDp__ATJp,2020-03-11 01:45:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-45.1,-44.5,0,14.0,14.0,-,5/1,ATDp,ATJp,5,1
758948213,6067,1/14+15/1__ATDd__A27b,2020-03-11 01:45:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-51.1,-50.4,0,0.0,0.0,-,14+15/1,ATDd,A27b,14,1
758948213,6067,1/14+15/1__ATDd__A27b,2020-03-11 01:45:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-51.1,-50.4,0,0.0,0.0,-,14+15/1,ATDd,A27b,15,1
758948213,6067,1/3/1__ATDn__ATJn,2020-03-11 01:45:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-44.8,-44.2,0,14.0,14.0,-,3/1,ATDn,ATJn,3,1
758948213,6067,1/17/1__ATD1__641b,2020-03-11 01:45:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-39.5,-38.5,0,0.0,0.0,-,17/1,ATD1,641b,17,1
758948213,6067,1/20/1__ATDc__531b,2020-03-11 01:45:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-53.3,-52.3,0,0.0,0.0,-,20/1,ATDc,531b,20,1
758948213,6067,1/16/1__ATDe__A61b,2020-03-11 01:45:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-49.5,-48.9,0,-5.0,-5.0,-,16/1,ATDe,A61b,16,1
758948213,6067,1/4/1__ATDj__ATJo,2020-03-11 01:45:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-46.4,-45.4,0,14.0,14.0,-,4/1,ATDj,ATJo,4,1
-1136606200,6065,1/3/1__a40c__a26b,2020-03-11 02:00:00,15,Near End,TN-AI4440.1,AMM 2PB,0,0,-41.3,-40.4,0,19.0,19.0,-,3/1,a40c,a26b,3,1
-1136606200,6065,1/2/1__a40b__a14c,2020-03-11 02:00:00,15,Near End,TN-AI4440.1,AMM 2PB,0,0,-49.2,-48.5,0,16.0,16.0,-,2/1,a40b,a14c,2,1
-1825843196,6095,1/2/1__n82a__272c,2020-03-11 02:00:00,15,Near End,AL5983.1,AMM 6PC,0,0,-48.2,-47.3,0,8.0,8.0,-,2/1,n82a,272c,2,1
-1825843196,6095,1/3/1__n83b__570a,2020-03-11 02:00:00,15,Near End,AL5983.1,AMM 6PC,0,0,-40.7,-39.8,0,-3.0,-3.0,-,3/1,n83b,570a,3,1
-1825843196,6095,1/4/1__n83c__x40a,2020-03-11 02:00:00,15,Near End,AL5983.1,AMM 6PC,0,0,-43.5,-42.9,0,-6.0,-6.0,-,4/1,n83c,x40a,4,1
-599295937,6067,1/5/1__ATDp__ATJp,2020-03-11 02:00:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-45.1,-44.2,0,14.0,14.0,-,5/1,ATDp,ATJp,5,1
-599295937,6067,1/14+15/1__ATDd__A27b,2020-03-11 02:00:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-51.1,-50.4,0,0.0,0.0,-,14+15/1,ATDd,A27b,14,1
-599295937,6067,1/14+15/1__ATDd__A27b,2020-03-11 02:00:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-51.1,-50.4,0,0.0,0.0,-,14+15/1,ATDd,A27b,15,1
-599295937,6067,1/18+19/1__ATDf__A17b,2020-03-11 02:00:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-43.2,-42.0,0,12.0,12.0,-,18+19/1,ATDf,A17b,18,1
-599295937,6067,1/18+19/1__ATDf__A17b,2020-03-11 02:00:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-43.2,-42.0,0,12.0,12.0,-,18+19/1,ATDf,A17b,19,1
-599295937,6067,1/20/1__ATDc__531b,2020-03-11 02:00:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-53.3,-52.3,0,0.0,0.0,-,20/1,ATDc,531b,20,1
-599295937,6067,1/16/1__ATDe__A61b,2020-03-11 02:00:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-49.5,-48.9,0,-5.0,-5.0,-,16/1,ATDe,A61b,16,1
-599295937,6067,1/2/1__ATDm__ATJm,2020-03-11 02:00:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-43.8,-42.9,0,14.0,14.0,-,2/1,ATDm,ATJm,2,1
-599295937,6067,1/3/1__ATDn__ATJn,2020-03-11 02:00:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-44.8,-44.2,0,14.0,14.0,-,3/1,ATDn,ATJn,3,1
-599295937,6067,1/17/1__ATD1__641b,2020-03-11 02:00:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-39.1,-38.5,0,0.0,0.0,-,17/1,ATD1,641b,17,1
-599295937,6067,1/4/1__ATDj__ATJo,2020-03-11 02:00:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-46.4,-45.4,0,14.0,14.0,-,4/1,ATDj,ATJo,4,1
-2058110852,6065,1/3/1__a40c__a26b,2020-03-11 02:15:00,15,Near End,TN-AI4440.1,AMM 2PB,0,0,-41.6,-41.0,0,19.0,19.0,-,3/1,a40c,a26b,3,1
-2058110852,6065,1/2/1__a40b__a14c,2020-03-11 02:15:00,15,Near End,TN-AI4440.1,AMM 2PB,0,0,-49.2,-48.5,0,16.0,16.0,-,2/1,a40b,a14c,2,1
678958953,6095,1/2/1__n82a__272c,2020-03-11 02:15:00,15,Near End,AL5983.1,AMM 6PC,0,0,-48.2,-47.3,0,8.0,8.0,-,2/1,n82a,272c,2,1
678958953,6095,1/4/1__n83c__x40a,2020-03-11 02:15:00,15,Near End,AL5983.1,AMM 6PC,0,0,-43.5,-42.6,0,-6.0,-6.0,-,4/1,n83c,x40a,4,1
678958953,6095,1/3/1__n83b__570a,2020-03-11 02:15:00,15,Near End,AL5983.1,AMM 6PC,0,0,-40.4,-39.8,0,-3.0,-3.0,-,3/1,n83b,570a,3,1
-507609698,6067,1/2/1__ATDm__ATJm,2020-03-11 02:15:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-43.8,-42.9,0,14.0,14.0,-,2/1,ATDm,ATJm,2,1
-507609698,6067,1/5/1__ATDp__ATJp,2020-03-11 02:15:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-45.1,-44.2,0,14.0,14.0,-,5/1,ATDp,ATJp,5,1
-507609698,6067,1/17/1__ATD1__641b,2020-03-11 02:15:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-39.1,-38.5,0,0.0,0.0,-,17/1,ATD1,641b,17,1
-507609698,6067,1/4/1__ATDj__ATJo,2020-03-11 02:15:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-46.4,-45.4,0,14.0,14.0,-,4/1,ATDj,ATJo,4,1
-507609698,6067,1/18+19/1__ATDf__A17b,2020-03-11 02:15:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-43.5,-42.3,0,12.0,12.0,-,18+19/1,ATDf,A17b,18,1
-507609698,6067,1/18+19/1__ATDf__A17b,2020-03-11 02:15:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-43.5,-42.3,0,12.0,12.0,-,18+19/1,ATDf,A17b,19,1
-507609698,6067,1/14+15/1__ATDd__A27b,2020-03-11 02:15:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-51.1,-50.4,0,0.0,0.0,-,14+15/1,ATDd,A27b,14,1
-507609698,6067,1/14+15/1__ATDd__A27b,2020-03-11 02:15:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-51.1,-50.4,0,0.0,0.0,-,14+15/1,ATDd,A27b,15,1
-507609698,6067,1/20/1__ATDc__531b,2020-03-11 02:15:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-53.3,-52.3,0,0.0,0.0,-,20/1,ATDc,531b,20,1
-507609698,6067,1/16/1__ATDe__A61b,2020-03-11 02:15:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-49.5,-48.9,0,-5.0,-5.0,-,16/1,ATDe,A61b,16,1
-507609698,6067,1/3/1__ATDn__ATJn,2020-03-11 02:15:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-45.1,-44.2,0,14.0,14.0,-,3/1,ATDn,ATJn,3,1
-341141385,6065,1/2/1__a40b__a14c,2020-03-11 02:30:00,15,Near End,TN-AI4440.1,AMM 2PB,0,0,-49.2,-48.2,0,16.0,16.0,-,2/1,a40b,a14c,2,1
-341141385,6065,1/3/1__a40c__a26b,2020-03-11 02:30:00,15,Near End,TN-AI4440.1,AMM 2PB,0,0,-41.6,-40.7,0,19.0,19.0,-,3/1,a40c,a26b,3,1
-555089126,6095,1/3/1__n83b__570a,2020-03-11 02:30:00,15,Near End,AL5983.1,AMM 6PC,0,0,-40.7,-39.8,0,-3.0,-3.0,-,3/1,n83b,570a,3,1
-555089126,6095,1/2/1__n82a__272c,2020-03-11 02:30:00,15,Near End,AL5983.1,AMM 6PC,0,0,-48.2,-47.3,0,8.0,8.0,-,2/1,n82a,272c,2,1
-555089126,6095,1/4/1__n83c__x40a,2020-03-11 02:30:00,15,Near End,AL5983.1,AMM 6PC,0,0,-43.2,-42.6,0,-6.0,-6.0,-,4/1,n83c,x40a,4,1
-1043517231,6067,1/2/1__ATDm__ATJm,2020-03-11 02:30:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-43.8,-42.9,0,14.0,14.0,-,2/1,ATDm,ATJm,2,1
-1043517231,6067,1/18+19/1__ATDf__A17b,2020-03-11 02:30:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-43.8,-42.9,0,12.0,12.0,-,18+19/1,ATDf,A17b,18,1
-1043517231,6067,1/18+19/1__ATDf__A17b,2020-03-11 02:30:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-43.8,-42.9,0,12.0,12.0,-,18+19/1,ATDf,A17b,19,1
-1043517231,6067,1/20/1__ATDc__531b,2020-03-11 02:30:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-53.3,-52.6,0,0.0,0.0,-,20/1,ATDc,531b,20,1
-1043517231,6067,1/16/1__ATDe__A61b,2020-03-11 02:30:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-49.5,-48.9,0,-5.0,-5.0,-,16/1,ATDe,A61b,16,1
-1043517231,6067,1/14+15/1__ATDd__A27b,2020-03-11 02:30:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-51.1,-50.4,0,0.0,0.0,-,14+15/1,ATDd,A27b,14,1
-1043517231,6067,1/14+15/1__ATDd__A27b,2020-03-11 02:30:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-51.1,-50.4,0,0.0,0.0,-,14+15/1,ATDd,A27b,15,1
-1043517231,6067,1/17/1__ATD1__641b,2020-03-11 02:30:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-39.1,-38.5,0,0.0,0.0,-,17/1,ATD1,641b,17,1
-1043517231,6067,1/3/1__ATDn__ATJn,2020-03-11 02:30:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-45.1,-44.2,0,14.0,14.0,-,3/1,ATDn,ATJn,3,1
-1043517231,6067,1/4/1__ATDj__ATJo,2020-03-11 02:30:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-46.4,-45.4,0,14.0,14.0,-,4/1,ATDj,ATJo,4,1
-1043517231,6067,1/5/1__ATDp__ATJp,2020-03-11 02:30:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-45.1,-44.2,0,14.0,14.0,-,5/1,ATDp,ATJp,5,1
-777722116,6065,1/2/1__a40b__a14c,2020-03-11 02:45:00,15,Near End,TN-AI4440.1,AMM 2PB,0,0,-49.2,-48.2,0,16.0,16.0,-,2/1,a40b,a14c,2,1
-777722116,6065,1/3/1__a40c__a26b,2020-03-11 02:45:00,15,Near End,TN-AI4440.1,AMM 2PB,0,0,-41.3,-40.4,0,19.0,19.0,-,3/1,a40c,a26b,3,1
-219041146,6095,1/3/1__n83b__570a,2020-03-11 02:45:00,15,Near End,AL5983.1,AMM 6PC,0,0,-40.7,-40.1,0,-3.0,-3.0,-,3/1,n83b,570a,3,1
-219041146,6095,1/4/1__n83c__x40a,2020-03-11 02:45:00,15,Near End,AL5983.1,AMM 6PC,0,0,-43.5,-42.9,0,-6.0,-6.0,-,4/1,n83c,x40a,4,1
-219041146,6095,1/2/1__n82a__272c,2020-03-11 02:45:00,15,Near End,AL5983.1,AMM 6PC,0,0,-47.9,-47.3,0,8.0,8.0,-,2/1,n82a,272c,2,1
-1338519020,6067,1/16/1__ATDe__A61b,2020-03-11 02:45:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-49.5,-48.9,0,-5.0,-5.0,-,16/1,ATDe,A61b,16,1
-1338519020,6067,1/20/1__ATDc__531b,2020-03-11 02:45:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-53.3,-52.6,0,0.0,0.0,-,20/1,ATDc,531b,20,1
-1338519020,6067,1/4/1__ATDj__ATJo,2020-03-11 02:45:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-46.4,-45.4,0,14.0,14.0,-,4/1,ATDj,ATJo,4,1
-1338519020,6067,1/18+19/1__ATDf__A17b,2020-03-11 02:45:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-44.2,-42.9,0,12.0,12.0,-,18+19/1,ATDf,A17b,18,1
-1338519020,6067,1/18+19/1__ATDf__A17b,2020-03-11 02:45:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-44.2,-42.9,0,12.0,12.0,-,18+19/1,ATDf,A17b,19,1
-1338519020,6067,1/17/1__ATD1__641b,2020-03-11 02:45:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-39.1,-38.5,0,0.0,0.0,-,17/1,ATD1,641b,17,1
-1338519020,6067,1/14+15/1__ATDd__A27b,2020-03-11 02:45:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-51.1,-50.4,0,0.0,0.0,-,14+15/1,ATDd,A27b,14,1
-1338519020,6067,1/14+15/1__ATDd__A27b,2020-03-11 02:45:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-51.1,-50.4,0,0.0,0.0,-,14+15/1,ATDd,A27b,15,1
-1338519020,6067,1/2/1__ATDm__ATJm,2020-03-11 02:45:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-43.8,-42.9,0,14.0,14.0,-,2/1,ATDm,ATJm,2,1
-1338519020,6067,1/5/1__ATDp__ATJp,2020-03-11 02:45:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-45.4,-44.2,0,14.0,14.0,-,5/1,ATDp,ATJp,5,1
-1338519020,6067,1/3/1__ATDn__ATJn,2020-03-11 02:45:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-45.1,-44.2,0,14.0,14.0,-,3/1,ATDn,ATJn,3,1
-1617283008,6065,1/3/1__a40c__a26b,2020-03-11 03:00:00,15,Near End,TN-AI4440.1,AMM 2PB,0,0,-41.6,-40.4,0,19.0,19.0,-,3/1,a40c,a26b,3,1
-1617283008,6065,1/2/1__a40b__a14c,2020-03-11 03:00:00,15,Near End,TN-AI4440.1,AMM 2PB,0,0,-49.2,-48.2,0,16.0,16.0,-,2/1,a40b,a14c,2,1
-2099783232,6095,1/2/1__n82a__272c,2020-03-11 03:00:00,15,Near End,AL5983.1,AMM 6PC,0,0,-48.2,-47.3,0,8.0,8.0,-,2/1,n82a,272c,2,1
-2099783232,6095,1/3/1__n83b__570a,2020-03-11 03:00:00,15,Near End,AL5983.1,AMM 6PC,0,0,-40.7,-40.1,0,-3.0,-3.0,-,3/1,n83b,570a,3,1
-2099783232,6095,1/4/1__n83c__x40a,2020-03-11 03:00:00,15,Near End,AL5983.1,AMM 6PC,0,0,-43.5,-42.9,0,-6.0,-6.0,-,4/1,n83c,x40a,4,1
-1430923673,6067,1/3/1__ATDn__ATJn,2020-03-11 03:00:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-45.1,-44.2,0,14.0,14.0,-,3/1,ATDn,ATJn,3,1
-1430923673,6067,1/4/1__ATDj__ATJo,2020-03-11 03:00:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-46.4,-45.4,0,14.0,14.0,-,4/1,ATDj,ATJo,4,1
-1430923673,6067,1/18+19/1__ATDf__A17b,2020-03-11 03:00:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-43.8,-42.3,0,12.0,12.0,-,18+19/1,ATDf,A17b,18,1
-1430923673,6067,1/18+19/1__ATDf__A17b,2020-03-11 03:00:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-43.8,-42.3,0,12.0,12.0,-,18+19/1,ATDf,A17b,19,1
-1430923673,6067,1/2/1__ATDm__ATJm,2020-03-11 03:00:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-43.8,-42.9,0,14.0,14.0,-,2/1,ATDm,ATJm,2,1
-1430923673,6067,1/20/1__ATDc__531b,2020-03-11 03:00:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-53.3,-52.6,0,0.0,0.0,-,20/1,ATDc,531b,20,1
-1430923673,6067,1/5/1__ATDp__ATJp,2020-03-11 03:00:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-45.1,-44.2,0,14.0,14.0,-,5/1,ATDp,ATJp,5,1
-1430923673,6067,1/16/1__ATDe__A61b,2020-03-11 03:00:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-49.5,-48.9,0,-5.0,-5.0,-,16/1,ATDe,A61b,16,1
-1430923673,6067,1/14+15/1__ATDd__A27b,2020-03-11 03:00:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-51.1,-50.4,0,0.0,0.0,-,14+15/1,ATDd,A27b,14,1
-1430923673,6067,1/14+15/1__ATDd__A27b,2020-03-11 03:00:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-51.1,-50.4,0,0.0,0.0,-,14+15/1,ATDd,A27b,15,1
-1430923673,6067,1/17/1__ATD1__641b,2020-03-11 03:00:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-39.1,-38.5,0,0.0,0.0,-,17/1,ATD1,641b,17,1
-1612512145,6065,1/2/1__a40b__a14c,2020-03-11 03:15:00,15,Near End,TN-AI4440.1,AMM 2PB,0,0,-49.2,-48.2,0,16.0,16.0,-,2/1,a40b,a14c,2,1
-1612512145,6065,1/3/1__a40c__a26b,2020-03-11 03:15:00,15,Near End,TN-AI4440.1,AMM 2PB,0,0,-41.6,-40.7,0,19.0,19.0,-,3/1,a40c,a26b,3,1
282542399,6095,1/2/1__n82a__272c,2020-03-11 03:15:00,15,Near End,AL5983.1,AMM 6PC,0,0,-47.9,-47.3,0,8.0,8.0,-,2/1,n82a,272c,2,1
282542399,6095,1/3/1__n83b__570a,2020-03-11 03:15:00,15,Near End,AL5983.1,AMM 6PC,0,0,-40.7,-40.1,0,-3.0,-3.0,-,3/1,n83b,570a,3,1
282542399,6095,1/4/1__n83c__x40a,2020-03-11 03:15:00,15,Near End,AL5983.1,AMM 6PC,0,0,-43.5,-42.9,0,-6.0,-6.0,-,4/1,n83c,x40a,4,1
-111442988,6067,1/5/1__ATDp__ATJp,2020-03-11 03:15:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-45.1,-44.5,0,14.0,14.0,-,5/1,ATDp,ATJp,5,1
-111442988,6067,1/20/1__ATDc__531b,2020-03-11 03:15:00,15,Near End,TN-ALT13.1,AMM 20PB,0,0,-53.3,-52.3,0,0.0,0.0,-,20/1,ATDc,531b,20,1
